m_chi_GeV,m_phi_MeV,alpha,sigma_m_30,sigma_m_1000
75.431201,1.9366274646e-01,5.6072213450e-06,2.408550,0.00030881
75.431201,2.1621563775e-01,6.2602072999e-06,2.416372,0.00036263
75.431201,2.4139491390e-01,6.9892363841e-06,2.415562,0.00040984
75.431201,2.6950642916e-01,7.8031641593e-06,2.467633,0.00047067
75.431201,3.0089165584e-01,8.7118774571e-06,2.452814,0.00053337
75.431201,3.3593183228e-01,9.7264144748e-06,2.449341,0.00060408
75.431201,3.7505259366e-01,1.0859098857e-05,2.482276,0.00068307
75.431201,4.1872914234e-01,1.2123689391e-05,2.463568,0.00076910
75.431201,4.6749202008e-01,1.3535547138e-05,2.480616,0.00086215
75.431201,5.2193355259e-01,1.5111822022e-05,2.443898,0.00096197
75.431201,5.2193355259e-01,3.1240785910e-05,9.905462,0.00411119
75.431201,5.8271504458e-01,1.6871661152e-05,2.443905,0.00106806
75.431201,5.8271504458e-01,3.4878914881e-05,9.798859,0.00456455
75.431201,6.5057481262e-01,1.8836441404e-05,2.383444,0.00117967
75.431201,6.5057481262e-01,3.8940720210e-05,9.421871,0.00504149
75.431201,7.2633715356e-01,2.1030029087e-05,2.389539,0.00129577
75.431201,7.2633715356e-01,4.3475540901e-05,9.316583,0.00553762
75.431201,8.1092235729e-01,2.3479069847e-05,2.356373,0.00141507
75.431201,8.1092235729e-01,4.8538461703e-05,9.035335,0.00604737
75.431201,9.0535788556e-01,2.6213312336e-05,2.328378,0.00153598
75.431201,9.0535788556e-01,5.4190982233e-05,8.771034,0.00656399
75.431201,1.0107908526e+00,2.9265969567e-05,2.231574,0.00165669
75.431201,1.0107908526e+00,6.0501764009e-05,8.214853,0.00707970
75.431201,1.1285019594e+00,3.2674122360e-05,2.181021,0.00177520
75.431201,1.1285019594e+00,6.7547464494e-05,7.861337,0.00758596
75.431201,1.2599210499e+00,3.6479169758e-05,2.095756,0.00188941
75.431201,1.2599210499e+00,7.5413668250e-05,7.374042,0.00807375
75.431201,1.4066444801e+00,4.0727331911e-05,2.011609,0.00199722
75.431201,1.4066444801e+00,8.4195926546e-05,6.911487,0.00853408
75.431201,1.5704545088e+00,4.5470211509e-05,1.910167,0.00209667
75.431201,1.5704545088e+00,9.4000918024e-05,6.401896,0.00895853
75.431201,1.7533409465e+00,5.0765420608e-05,1.794150,0.00212234
75.431201,1.7533409465e+00,1.0494774453e-04,5.861481,0.00906744
75.431201,1.9575253262e+00,5.6677280442e-05,1.650278,0.00213547
75.431201,1.9575253262e+00,1.1716937784e-04,5.236847,0.00912253
75.431201,2.1854878884e+00,6.3277602744e-05,1.521458,0.00212702
75.431201,2.1854878884e+00,1.3663717642e-04,5.005831,0.00991104
75.431201,2.4399977085e+00,7.0646562039e-05,1.384787,0.00212897
75.431201,2.4399977085e+00,1.6695074288e-04,5.009532,0.01187601
75.431201,2.7241463332e+00,7.8873669538e-05,1.244354,0.00214578
75.431201,2.7241463332e+00,2.0718711365e-04,5.006376,0.01477742
75.431201,2.7241463332e+00,3.7161632763e-04,9.641011,0.04726046
75.431201,3.0413853336e+00,8.8058860430e-05,1.104053,0.00213770
75.431201,3.0413853336e+00,2.6196484462e-04,5.005317,0.01885305
75.431201,3.0413853336e+00,4.1489270779e-04,8.240293,0.04698014
75.431201,3.3955682317e+00,9.8313707801e-05,0.967432,0.00214755
75.431201,3.3955682317e+00,3.3746534076e-04,4.995231,0.02514614
75.431201,3.3955682317e+00,4.6320881560e-04,6.961962,0.04707191
75.431201,3.7909973093e+00,1.0976277792e-04,0.837240,0.00214934
75.431201,3.7909973093e+00,4.2141066524e-04,4.709059,0.03135914
75.431201,3.7909973093e+00,5.1715154983e-04,5.804730,0.04695298
75.431201,3.7909973093e+00,9.1468981603e-04,9.570234,0.14158131
75.431201,4.2324758681e+00,1.2254514337e-04,0.716844,0.00214149
75.431201,4.2324758681e+00,4.7048581829e-04,3.887659,0.03115715
75.431201,4.2324758681e+00,6.0307674972e-04,4.997313,0.05071980
75.431201,4.2324758681e+00,1.0212095281e-03,7.943732,0.13921457
75.431201,4.7253665758e+00,1.3681607233e-04,0.607449,0.00216133
75.431201,4.7253665758e+00,5.2527599196e-04,3.169090,0.03134155
75.431201,4.7253665758e+00,8.3971765492e-04,5.005346,0.07791355
75.431201,4.7253665758e+00,1.1401339360e-03,6.501708,0.13838769
75.431201,5.2756566064e+00,1.5274891466e-04,0.510266,0.00214707
75.431201,5.2756566064e+00,5.8644672593e-04,2.552079,0.03099728
75.431201,5.2756566064e+00,1.2024106554e-03,5.002745,0.12153389
75.431201,5.2756566064e+00,1.2729076222e-03,5.245212,0.13476849
75.431201,5.8900303675e+00,6.5474106493e-04,2.032700,0.03112121
75.431201,5.8900303675e+00,1.4922005666e-03,4.342783,0.14491230
75.431201,5.8900303675e+00,1.7779050652e-03,4.995601,0.19534005
75.431201,6.5759506955e+00,7.3098858455e-04,1.604601,0.03111374
75.431201,6.5759506955e+00,1.6659739834e-03,3.406727,0.14162823
75.431201,6.5759506955e+00,2.7346432173e-03,4.999127,0.30531764
75.431201,7.3417495075e+00,8.1611546818e-04,1.259261,0.03096050
75.431201,7.3417495075e+00,1.8599840903e-03,2.638264,0.13719596
75.431201,7.3417495075e+00,3.2897677787e-03,4.109851,0.31414451
75.431201,8.1967290095e+00,9.1115575740e-04,0.986426,0.03064172
75.431201,8.1967290095e+00,2.0765875401e-03,2.022124,0.13155619
75.431201,8.1967290095e+00,3.6728759213e-03,3.158247,0.28820505
75.431201,9.1512746909e+00,1.0172639125e-03,0.774740,0.03012939
75.431201,9.1512746909e+00,2.3184154286e-03,1.540303,0.12464384
75.431201,9.1512746909e+00,4.1005987172e-03,2.396032,0.26017447
75.431201,1.0216981478e+01,1.1357288360e-03,0.612624,0.03031014
75.431201,1.0216981478e+01,2.5884052541e-03,1.172981,0.12111965
75.431201,1.0216981478e+01,4.5781317419e-03,1.801112,0.24452699
75.431201,1.1406794577e+01,2.8898365999e-03,0.899455,0.11375464
75.431201,1.1406794577e+01,5.1112756189e-03,1.349916,0.21951162
75.431201,1.2735166723e+01,3.2263709715e-03,0.699058,0.10376322
75.431201,1.2735166723e+01,5.7065064803e-03,1.017933,0.18899038
75.431201,1.4218233734e+01,3.6020962729e-03,0.552626,0.09817180
75.431201,1.4218233734e+01,6.3710546324e-03,0.779832,0.17376515
75.431201,1.5874010520e+01,7.1129923832e-03,0.610718,0.14852313
86.851137,1.0000000000e-01,2.5146475521e-06,1.553852,0.00006023
86.851137,1.0000000000e-01,5.1985502280e-06,6.632902,0.00025740
86.851137,1.1164544638e-01,2.8074894844e-06,1.556675,0.00007950
86.851137,1.1164544638e-01,5.8039446071e-06,6.642537,0.00033979
86.851137,1.2464705697e-01,3.1344341668e-06,1.560359,0.00008958
86.851137,1.2464705697e-01,6.4798398640e-06,6.655165,0.00038283
86.851137,1.3916276314e-01,3.4994530169e-06,1.565826,0.00011096
86.851137,1.3916276314e-01,7.2344461407e-06,6.674559,0.00047421
86.851137,1.5536888810e-01,3.9069799414e-06,1.555979,0.00013050
86.851137,1.5536888810e-01,8.0769296866e-06,6.627420,0.00055771
86.851137,1.7346228865e-01,4.3619651955e-06,1.577028,0.00015613
86.851137,1.7346228865e-01,9.0175242021e-06,6.710978,0.00066728
86.851137,1.9366274646e-01,4.8699355132e-06,1.583975,0.00017645
86.851137,1.9366274646e-01,1.0067655148e-05,6.732583,0.00075391
86.851137,2.1621563775e-01,5.4370612420e-06,1.596300,0.00019549
86.851137,2.1621563775e-01,1.1240078529e-05,6.775099,0.00083536
86.851137,2.4139491390e-01,6.0702312934e-06,1.604063,0.00022720
86.851137,2.4139491390e-01,1.2549035847e-05,6.795566,0.00097097
86.851137,2.6950642916e-01,6.7771368236e-06,1.606881,0.00025740
86.851137,2.6950642916e-01,1.4010427087e-05,6.791799,0.00109999
86.851137,3.0089165584e-01,7.5663646582e-06,1.604103,0.00029465
86.851137,3.0089165584e-01,1.5642003861e-05,6.760374,0.00125919
86.851137,3.3593183228e-01,8.4475015971e-06,1.594627,0.00033636
86.851137,3.3593183228e-01,1.7463585033e-05,6.695874,0.00143745
86.851137,3.7505259366e-01,9.4312508658e-06,1.593078,0.00038272
86.851137,3.7505259366e-01,1.9497297463e-05,6.659956,0.00163556
86.851137,4.1872914234e-01,1.0529562128e-05,1.616835,0.00043257
86.851137,4.1872914234e-01,2.1767844784e-05,6.725927,0.00184864
86.851137,4.6749202008e-01,1.1755776639e-05,1.605186,0.00048763
86.851137,4.6749202008e-01,2.4302807475e-05,6.633758,0.00208397
86.851137,5.2193355259e-01,1.3124789304e-05,1.618627,0.00054731
86.851137,5.2193355259e-01,2.7132977888e-05,6.640855,0.00233905
86.851137,5.8271504458e-01,1.4653229604e-05,1.595024,0.00061149
86.851137,5.8271504458e-01,3.0292734278e-05,6.481560,0.00261333
86.851137,6.5057481262e-01,1.6359663600e-05,1.597403,0.00067989
86.851137,6.5057481262e-01,3.3820458404e-05,6.424306,0.00290562
86.851137,7.2633715356e-01,1.8264819452e-05,1.557996,0.00075205
86.851137,7.2633715356e-01,3.7759001752e-05,6.180526,0.00321401
86.851137,8.1092235729e-01,2.0391839207e-05,1.565662,0.00082737
86.851137,8.1092235729e-01,4.2156206053e-05,6.129172,0.00353586
86.851137,9.0535788556e-01,2.2766559907e-05,1.546497,0.00090503
86.851137,9.0535788556e-01,4.7065484424e-05,5.957249,0.00386773
86.851137,1.0107908526e+00,2.5417827433e-05,1.531830,0.00098406
86.851137,1.0107908526e+00,5.2546470174e-05,5.800320,0.00420540
86.851137,1.1285019594e+00,2.8377846897e-05,1.468742,0.00106331
86.851137,1.1285019594e+00,5.8665741181e-05,5.436951,0.00454398
86.851137,1.2599210499e+00,3.1682573840e-05,1.439489,0.00114149
86.851137,1.2599210499e+00,6.5497628611e-05,5.220125,0.00487796
86.851137,1.4066444801e+00,3.5372150987e-05,1.396748,0.00121724
86.851137,1.4066444801e+00,7.3581485900e-05,5.003441,0.00526662
86.851137,1.5704545088e+00,3.9491395862e-05,1.334496,0.00128918
86.851137,1.5704545088e+00,8.5807116638e-05,4.988778,0.00608508
86.851137,1.7533409465e+00,4.4090345191e-05,1.271039,0.00135599
86.851137,1.7533409465e+00,1.0100224059e-04,5.008381,0.00711368
86.851137,1.9575253262e+00,4.9224862697e-05,1.197512,0.00138849
86.851137,1.9575253262e+00,1.2000287528e-04,5.009536,0.00824788
86.851137,2.1854878884e+00,5.4957317687e-05,1.103466,0.00139853
86.851137,2.1854878884e+00,1.4617063965e-04,5.004982,0.00988500
86.851137,2.1854878884e+00,2.5893351602e-04,9.766365,0.03093602
86.851137,2.4399977085e+00,6.1357342648e-05,1.020994,0.00139493
86.851137,2.4399977085e+00,1.7749154163e-04,4.992231,0.01165665
86.851137,2.4399977085e+00,2.8908747978e-04,8.661338,0.03082527
86.851137,2.7241463332e+00,6.8502679084e-05,0.932624,0.00139811
86.851137,2.7241463332e+00,2.1958418829e-04,4.991625,0.01433240
86.851137,2.7241463332e+00,3.2275300722e-04,7.595294,0.03085703
86.851137,3.0413853336e+00,7.6480121843e-05,0.841047,0.00139511
86.851137,3.0413853336e+00,2.7763955371e-04,5.008618,0.01831089
86.851137,3.0413853336e+00,3.6033903561e-04,6.586273,0.03074108
86.851137,3.3955682317e+00,8.5386573421e-05,0.748862,0.00140224
86.851137,3.3955682317e+00,3.2782345153e-04,4.572246,0.02054764
86.851137,3.3955682317e+00,4.0230212477e-04,5.647326,0.03083748
86.851137,3.3955682317e+00,7.1155477850e-04,9.203017,0.09432757
86.851137,3.7909973093e+00,9.5330221041e-05,0.658465,0.00141036
86.851137,3.7909973093e+00,3.6599995578e-04,3.878968,0.02063361
86.851137,3.7909973093e+00,4.6914498833e-04,4.994849,0.03371532
86.851137,3.7909973093e+00,7.9441850867e-04,7.843243,0.09413374
86.851137,4.2324758681e+00,1.0643185081e-04,0.571966,0.00141351
86.851137,4.2324758681e+00,4.0862228437e-04,3.251512,0.02063781
86.851137,4.2324758681e+00,6.3322487267e-04,4.994168,0.04881695
86.851137,4.2324758681e+00,8.8693209011e-04,6.607138,0.09342433
86.851137,4.7253665758e+00,4.5620817338e-04,2.690679,0.02054575
86.851137,4.7253665758e+00,8.8169558081e-04,5.001292,0.07397351
86.851137,4.7253665758e+00,9.9021929105e-04,5.490193,0.09210959
86.851137,5.2756566064e+00,5.0933565157e-04,2.201082,0.02045829
86.851137,5.2756566064e+00,1.1608114850e-03,4.689553,0.09916226
86.851137,5.2756566064e+00,1.2598348534e-03,4.995522,0.11510577
86.851137,5.8900303675e+00,5.6865006175e-04,1.778435,0.02052070
86.851137,5.8900303675e+00,1.2959931640e-03,3.801898,0.09795401
86.851137,5.8900303675e+00,1.8667834717e-03,4.997350,0.18365246
86.851137,6.5759506955e+00,6.3487189976e-04,1.420636,0.02063193
86.851137,6.5759506955e+00,1.4469173530e-03,3.037391,0.09674286
86.851137,6.5759506955e+00,2.5591735494e-03,4.636125,0.24245900
86.851137,7.3417495075e+00,7.0880556641e-04,1.123952,0.02022232
86.851137,7.3417495075e+00,1.6154173374e-03,2.391959,0.09257380
86.851137,7.3417495075e+00,2.8572007328e-03,3.690480,0.22251136
86.851137,8.1967290095e+00,7.9134913856e-04,0.883178,0.02013868
86.851137,8.1967290095e+00,1.8035398972e-03,1.858718,0.08982838
86.851137,8.1967290095e+00,3.1899345120e-03,2.890847,0.20739533
86.851137,9.1512746909e+00,8.8350527814e-04,0.691874,0.01994602
86.851137,9.1512746909e+00,2.0135701688e-03,1.428274,0.08627968
86.851137,9.1512746909e+00,3.5614166251e-03,2.230377,0.19058784
86.851137,1.0216981478e+01,9.8639341154e-04,0.542748,0.02018225
86.851137,1.0216981478e+01,2.2480594030e-03,1.089269,0.08473728
86.851137,1.0216981478e+01,3.9761594884e-03,1.697713,0.18097350
86.851137,1.1406794577e+01,2.5098559553e-03,0.829000,0.07980084
86.851137,1.1406794577e+01,4.4392010094e-03,1.278830,0.16233033
86.851137,1.2735166723e+01,2.8021398847e-03,0.633991,0.07509481
86.851137,1.2735166723e+01,4.9561657825e-03,0.958487,0.14588845
86.851137,1.4218233734e+01,5.5333334110e-03,0.720806,0.13532827
86.851137,1.5874010520e+01,6.1777147863e-03,0.549293,0.11895368
100.000000,1.0000000000e-01,2.1840000000e-06,1.023062,0.00002931
100.000000,1.0000000000e-01,4.8348092793e-06,5.008590,0.00014365
100.000000,1.1164544638e-01,2.4383365489e-06,1.018720,0.00003666
100.000000,1.1164544638e-01,5.3978444013e-06,4.985726,0.00017964
100.000000,1.2464705697e-01,2.7222917241e-06,1.026214,0.00004897
100.000000,1.2464705697e-01,6.0077298344e-06,4.989348,0.00023852
100.000000,1.3916276314e-01,3.0393147471e-06,1.015847,0.00005675
100.000000,1.3916276314e-01,6.7492166888e-06,4.997899,0.00027984
100.000000,1.5536888810e-01,3.3932565162e-06,1.030587,0.00007012
100.000000,1.5536888810e-01,7.4884584290e-06,5.004799,0.00034151
100.000000,1.7346228865e-01,3.7884163842e-06,1.026210,0.00008344
100.000000,1.7346228865e-01,8.3865708278e-06,5.010235,0.00040894
100.000000,1.9366274646e-01,4.2295943827e-06,1.022468,0.00009846
100.000000,1.9366274646e-01,9.3632244364e-06,4.986551,0.00048254
100.000000,2.1621563775e-01,4.7221495285e-06,1.034149,0.00011373
100.000000,2.1621563775e-01,1.0421145667e-05,5.006049,0.00055383
100.000000,2.4139491390e-01,5.2720649196e-06,1.035973,0.00012433
100.000000,2.4139491390e-01,1.1634734597e-05,5.006573,0.00060544
100.000000,2.6950642916e-01,5.8860204128e-06,1.041522,0.00014182
100.000000,2.6950642916e-01,1.2949306604e-05,4.992367,0.00068636
100.000000,3.0089165584e-01,6.5714737636e-06,1.043746,0.00016373
100.000000,3.0089165584e-01,1.4457311161e-05,4.990304,0.00079238
100.000000,3.3593183228e-01,7.3367512169e-06,1.042199,0.00018750
100.000000,3.3593183228e-01,1.6191218150e-05,4.997357,0.00091313
100.000000,3.7505259366e-01,8.1911486456e-06,1.045828,0.00021315
100.000000,3.7505259366e-01,1.8076757777e-05,4.995265,0.00103806
100.000000,4.1872914234e-01,9.1450444688e-06,1.035577,0.00024229
100.000000,4.1872914234e-01,2.0371100788e-05,5.011216,0.00120220
100.000000,4.6749202008e-01,1.0210025718e-05,1.052549,0.00027384
100.000000,4.6749202008e-01,2.2602347567e-05,5.004640,0.00134193
100.000000,5.2193355259e-01,1.1399028789e-05,1.045295,0.00030906
100.000000,5.2193355259e-01,2.5391977603e-05,4.992812,0.00153353
100.000000,5.8271504458e-01,1.2726496574e-05,1.055572,0.00034732
100.000000,5.8271504458e-01,2.8348986739e-05,5.000797,0.00172337
100.000000,6.5057481262e-01,1.4208553908e-05,1.040376,0.00038855
100.000000,6.5057481262e-01,3.2046638480e-05,4.990167,0.00197655
100.000000,7.2633715356e-01,1.5863203434e-05,1.043473,0.00043261
100.000000,7.2633715356e-01,3.6001903083e-05,5.002449,0.00222822
100.000000,8.1092235729e-01,1.7710544283e-05,1.051419,0.00047924
100.000000,8.1092235729e-01,4.0319715066e-05,5.001670,0.00248374
100.000000,9.0535788556e-01,1.9773016221e-05,1.025172,0.00052805
100.000000,9.0535788556e-01,4.6149427788e-05,5.004489,0.00287633
100.000000,1.0107908526e+00,2.2075672222e-05,1.014283,0.00057856
100.000000,1.0107908526e+00,5.2331386614e-05,4.986656,0.00325097
100.000000,1.1285019594e+00,2.4646482792e-05,1.007103,0.00063016
100.000000,1.1285019594e+00,5.9526335194e-05,5.001480,0.00367546
100.000000,1.2599210499e+00,2.7516675730e-05,0.965922,0.00068211
100.000000,1.2599210499e+00,6.9416689872e-05,4.997602,0.00434037
100.000000,1.4066444801e+00,3.0721115446e-05,0.949327,0.00073362
100.000000,1.4066444801e+00,7.9700995910e-05,4.990995,0.00493663
100.000000,1.5704545088e+00,3.4298726472e-05,0.923735,0.00078378
100.000000,1.5704545088e+00,9.2654714399e-05,5.004181,0.00571797
100.000000,1.7533409465e+00,3.8292966271e-05,0.884559,0.00083170
100.000000,1.7533409465e+00,1.0940223707e-04,5.007138,0.00678554
100.000000,1.7533409465e+00,1.8041878339e-04,9.416520,0.01843118
100.000000,1.9575253262e+00,4.2752353124e-05,0.845040,0.00087649
100.000000,1.9575253262e+00,1.2957937024e-04,4.997607,0.00804652
100.000000,1.9575253262e+00,2.0142935606e-04,8.530894,0.01941640
100.000000,2.1854878884e+00,4.7731055482e-05,0.798593,0.00091508
100.000000,2.1854878884e+00,1.5588360276e-04,5.000466,0.00975025
100.000000,2.1854878884e+00,2.2488670371e-04,7.653095,0.02026166
100.000000,2.4399977085e+00,5.3289549953e-05,0.746449,0.00091560
100.000000,2.4399977085e+00,1.9046707466e-04,5.004321,0.01167701
100.000000,2.4399977085e+00,2.5107576420e-04,6.802054,0.02025830
100.000000,2.7241463332e+00,5.9495355917e-05,0.684462,0.00091444
100.000000,2.7241463332e+00,2.2841967004e-04,4.733068,0.01344390
100.000000,2.7241463332e+00,2.8031465768e-04,5.874825,0.02021364
100.000000,2.7241463332e+00,4.9579463264e-04,9.429704,0.06255468
100.000000,3.0413853336e+00,6.6423855686e-05,0.627471,0.00091464
100.000000,3.0413853336e+00,2.5502016022e-04,4.171526,0.01343668
100.000000,3.0413853336e+00,3.1295855083e-04,5.167953,0.02019411
100.000000,3.0413853336e+00,5.5353213072e-04,8.330429,0.06232317
100.000000,3.3955682317e+00,7.4159210181e-05,0.567888,0.00091715
100.000000,3.3955682317e+00,2.8471839623e-04,3.634272,0.01346092
100.000000,3.3955682317e+00,3.9080775170e-04,5.005818,0.02524612
100.000000,3.3955682317e+00,6.1799341818e-04,7.279406,0.06219273
100.000000,3.7909973093e+00,8.2795381236e-05,0.507442,0.00091197
100.000000,3.7909973093e+00,3.1787512439e-04,3.129802,0.01336810
100.000000,3.7909973093e+00,5.1612771824e-04,5.004588,0.03486657
100.000000,3.7909973093e+00,6.8996151030e-04,6.292322,0.06145394
100.000000,4.2324758681e+00,3.5489310154e-04,2.664039,0.01343371
100.000000,4.2324758681e+00,6.9880989945e-04,4.994788,0.05087139
100.000000,4.2324758681e+00,7.7031060800e-04,5.379515,0.06139224
100.000000,4.7253665758e+00,3.9622198738e-04,2.240694,0.01344605
100.000000,4.7253665758e+00,9.0301755263e-04,4.716341,0.06692380
100.000000,4.7253665758e+00,9.8004973307e-04,5.004774,0.07810218
100.000000,5.2756566064e+00,4.4236380645e-04,1.860380,0.01339602
100.000000,5.2756566064e+00,1.0081779775e-03,3.935081,0.06598966
100.000000,5.2756566064e+00,1.4209263649e-03,4.999089,0.12326615
100.000000,5.8900303675e+00,4.9387904632e-04,1.527270,0.01350511
100.000000,5.8900303675e+00,1.1255848032e-03,3.249532,0.06574646
100.000000,5.8900303675e+00,1.9908302642e-03,4.805556,0.17669385
100.000000,6.5759506955e+00,5.5139346582e-04,1.238203,0.01340439
100.000000,6.5759506955e+00,1.2566641779e-03,2.645218,0.06426602
100.000000,6.5759506955e+00,2.2226713351e-03,3.970516,0.16758714
100.000000,7.3417495075e+00,6.1560569620e-04,0.992116,0.01340331
100.000000,7.3417495075e+00,1.4030083309e-03,2.121985,0.06313788
100.000000,7.3417495075e+00,2.4815113335e-03,3.227893,0.15941393
100.000000,8.1967290095e+00,6.8729572745e-04,0.786854,0.01343504
100.000000,8.1967290095e+00,1.5663949137e-03,1.677699,0.06200658
100.000000,8.1967290095e+00,2.7704944052e-03,2.581307,0.15124153
100.000000,9.1512746909e+00,7.6733438283e-04,0.619263,0.01340904
100.000000,9.1512746909e+00,1.7488085934e-03,1.308351,0.06040281
100.000000,9.1512746909e+00,3.0931308455e-03,2.030985,0.14182837
100.000000,1.0216981478e+01,1.9524651604e-03,1.008216,0.05830336
100.000000,1.0216981478e+01,3.4533397395e-03,1.573431,0.13133145
100.000000,1.1406794577e+01,2.1798384437e-03,0.770174,0.05568618
100.000000,1.1406794577e+01,3.8554965671e-03,1.201917,0.11990608
100.000000,1.2735166723e+01,2.4336903607e-03,0.586109,0.05316659
100.000000,1.2735166723e+01,4.3044863523e-03,0.907626,0.10961228
100.000000,1.4218233734e+01,4.8057630022e-03,0.680728,0.09687686
100.000000,1.5874010520e+01,5.3654155557e-03,0.510944,0.09006779
