m_chi_GeV,m_phi_MeV,alpha,sigma_m_30,sigma_m_1000
75.431201,5.2756566064e+00,1.5274891466e-04,0.510281,0.00242960
75.431201,5.2756566064e+00,5.8644672593e-04,2.552290,0.03556964
75.431201,5.2756566064e+00,1.2024106554e-03,5.003629,0.14207737
75.431201,5.2756566064e+00,1.2729076222e-03,5.246202,0.15795873
75.431201,5.8900303675e+00,6.5474106493e-04,2.032752,0.03548750
75.431201,5.8900303675e+00,1.4922005666e-03,4.343050,0.16902123
75.431201,5.8900303675e+00,1.7779050652e-03,4.995979,0.22987850
75.431201,6.5759506955e+00,7.3098858455e-04,1.604612,0.03531491
75.431201,6.5759506955e+00,1.6659739834e-03,3.406784,0.16451189
75.431201,6.5759506955e+00,2.7346432173e-03,4.999278,0.36772340
75.431201,7.3417495075e+00,8.1611546818e-04,1.259263,0.03505112
75.431201,7.3417495075e+00,1.8599840903e-03,2.638274,0.15920469
75.431201,7.3417495075e+00,3.2897677787e-03,4.109883,0.38329530
75.431201,8.1967290095e+00,9.1115575740e-04,0.986426,0.03469323
75.431201,8.1967290095e+00,2.0765875401e-03,2.022126,0.15311771
75.431201,8.1967290095e+00,3.6728759213e-03,3.158252,0.35550109
75.431201,9.1512746909e+00,1.0172639125e-03,0.774753,0.03423623
75.431201,9.1512746909e+00,2.3184154286e-03,1.540303,0.14629157
75.431201,9.1512746909e+00,4.1005987172e-03,2.396032,0.32731667
75.431201,1.0216981478e+01,1.1357288360e-03,0.612627,0.03367898
75.431201,1.0216981478e+01,2.5884052541e-03,1.172993,0.13880931
75.431201,1.0216981478e+01,4.5781317419e-03,1.801112,0.29927698
75.431201,1.1406794577e+01,2.8898365999e-03,0.899457,0.13073750
75.431201,1.1406794577e+01,5.1112756189e-03,1.349922,0.27184461
75.431201,1.2735166723e+01,3.2263709715e-03,0.699059,0.12221945
75.431201,1.2735166723e+01,5.7065064803e-03,1.017934,0.24541578
75.431201,1.4218233734e+01,3.6020962729e-03,0.552626,0.11340843
75.431201,1.4218233734e+01,6.3710546324e-03,0.779832,0.22029701
75.431201,1.5874010520e+01,7.1129923832e-03,0.610718,0.19669168
86.851137,1.0000000000e-01,2.5146475521e-06,1.721126,0.00068330
86.851137,1.0000000000e-01,5.1985502280e-06,7.391905,0.00292025
86.851137,1.1164544638e-01,2.8074894844e-06,1.726313,0.00075376
86.851137,1.1164544638e-01,5.8039446071e-06,7.413033,0.00322137
86.851137,1.2464705697e-01,3.1344341668e-06,1.736834,0.00081560
86.851137,1.2464705697e-01,6.4798398640e-06,7.453542,0.00348563
86.851137,1.3916276314e-01,3.4994530169e-06,1.752245,0.00089884
86.851137,1.3916276314e-01,7.2344461407e-06,7.510656,0.00384144
86.851137,1.5536888810e-01,3.9069799414e-06,1.757276,0.00097448
86.851137,1.5536888810e-01,8.0769296866e-06,7.526415,0.00416465
86.851137,1.7346228865e-01,4.3619651955e-06,1.768955,0.00105840
86.851137,1.7346228865e-01,9.0175242021e-06,7.564302,0.00452329
86.851137,1.9366274646e-01,4.8699355132e-06,1.771522,0.00113312
86.851137,1.9366274646e-01,1.0067655148e-05,7.565937,0.00484249
86.851137,2.1621563775e-01,5.4370612420e-06,1.777613,0.00121325
86.851137,2.1621563775e-01,1.1240078529e-05,7.576893,0.00518504
86.851137,2.4139491390e-01,6.0702312934e-06,1.780899,0.00128872
86.851137,2.4139491390e-01,1.2549035847e-05,7.573827,0.00550764
86.851137,2.6950642916e-01,6.7771368236e-06,1.781647,0.00135987
86.851137,2.6950642916e-01,1.4010427087e-05,7.557357,0.00581173
86.851137,3.0089165584e-01,7.5663646582e-06,1.780059,0.00142509
86.851137,3.0089165584e-01,1.5642003861e-05,7.527692,0.00609049
86.851137,3.3593183228e-01,8.4475015971e-06,1.776257,0.00143017
86.851137,3.3593183228e-01,1.7463585033e-05,7.484595,0.00612296
86.851137,3.7505259366e-01,9.4312508658e-06,1.772196,0.00143075
86.851137,3.7505259366e-01,1.9497297463e-05,7.433183,0.00612656
86.851137,4.1872914234e-01,1.0529562128e-05,1.764084,0.00143121
86.851137,4.1872914234e-01,2.1767844784e-05,7.360755,0.00612977
86.851137,4.6749202008e-01,1.1755776639e-05,1.753994,0.00143342
86.851137,4.6749202008e-01,2.4302807475e-05,7.272580,0.00614053
86.851137,5.2193355259e-01,1.3124789304e-05,1.740473,0.00143645
86.851137,5.2193355259e-01,2.7132977888e-05,7.163402,0.00615480
86.851137,5.8271504458e-01,1.4653229604e-05,1.724178,0.00143820
86.851137,5.8271504458e-01,3.0292734278e-05,7.033910,0.00616382
86.851137,6.5057481262e-01,1.6359663600e-05,1.704201,0.00144123
86.851137,6.5057481262e-01,3.3820458404e-05,6.880700,0.00617835
86.851137,7.2633715356e-01,1.8264819452e-05,1.680415,0.00144660
86.851137,7.2633715356e-01,3.7759001752e-05,6.702663,0.00620282
86.851137,8.1092235729e-01,2.0391839207e-05,1.652130,0.00144901
86.851137,8.1092235729e-01,4.2156206053e-05,6.497799,0.00621499
86.851137,9.0535788556e-01,2.2766559907e-05,1.618737,0.00145398
86.851137,9.0535788556e-01,4.7065484424e-05,6.265023,0.00623800
86.851137,1.0107908526e+00,2.5417827433e-05,1.579698,0.00146125
86.851137,1.0107908526e+00,5.2546470174e-05,6.004203,0.00627064
86.851137,1.1285019594e+00,2.8377846897e-05,1.534418,0.00146528
86.851137,1.1285019594e+00,5.8665741181e-05,5.716119,0.00628988
86.851137,1.2599210499e+00,3.1682573840e-05,1.482435,0.00146938
86.851137,1.2599210499e+00,6.5497628611e-05,5.402686,0.00630949
86.851137,1.4066444801e+00,3.5372150987e-05,1.423425,0.00147604
86.851137,1.4066444801e+00,7.3125119829e-05,5.066962,0.00633973
86.851137,1.5704545088e+00,3.9491395862e-05,1.357285,0.00148626
86.851137,1.5704545088e+00,8.4746033973e-05,4.997689,0.00687933
86.851137,1.7533409465e+00,4.4090345191e-05,1.284184,0.00149258
86.851137,1.7533409465e+00,1.0006404703e-04,5.006648,0.00772873
86.851137,1.9575253262e+00,4.9224862697e-05,1.204617,0.00150145
86.851137,1.9575253262e+00,1.1925859511e-04,5.006966,0.00887231
86.851137,2.1854878884e+00,5.4957317687e-05,1.119414,0.00151125
86.851137,2.1854878884e+00,1.4391472764e-04,5.010104,0.01046079
86.851137,2.4399977085e+00,6.1357342648e-05,1.029748,0.00152239
86.851137,2.4399977085e+00,1.7584285126e-04,5.004619,0.01263297
86.851137,2.4399977085e+00,2.8908747978e-04,8.849594,0.03438835
86.851137,2.7241463332e+00,6.8502679084e-05,0.937091,0.00153279
86.851137,2.7241463332e+00,2.1822228629e-04,4.999495,0.01570214
86.851137,2.7241463332e+00,3.2275300722e-04,7.691838,0.03457920
86.851137,3.0413853336e+00,7.6480121843e-05,0.843147,0.00154021
86.851137,3.0413853336e+00,2.7591758152e-04,5.000971,0.02023579
86.851137,3.0413853336e+00,3.6033903561e-04,6.631908,0.03470269
86.851137,3.3955682317e+00,8.5386573421e-05,0.749764,0.00154715
86.851137,3.3955682317e+00,3.2782345153e-04,4.585370,0.02307080
86.851137,3.3955682317e+00,4.0230212477e-04,5.667013,0.03479860
86.851137,3.3955682317e+00,7.1155477850e-04,9.263594,0.10832808
86.851137,3.7909973093e+00,9.5330221041e-05,0.658815,0.00155876
86.851137,3.7909973093e+00,3.6599995578e-04,3.884074,0.02318977
86.851137,3.7909973093e+00,4.6914498833e-04,5.003208,0.03807887
86.851137,3.7909973093e+00,7.9441850867e-04,7.866943,0.10810309
86.851137,4.2324758681e+00,1.0643185081e-04,0.572087,0.00156771
86.851137,4.2324758681e+00,4.0862228437e-04,3.253285,0.02326345
86.851137,4.2324758681e+00,6.3322487267e-04,4.998405,0.05554368
86.851137,4.2324758681e+00,8.8693209011e-04,6.615404,0.10755076
86.851137,4.7253665758e+00,4.5620817338e-04,2.692784,0.02329358
86.851137,4.7253665758e+00,8.7895710803e-04,4.996182,0.08481114
86.851137,4.7253665758e+00,9.9021929105e-04,5.499940,0.10666054
86.851137,5.2756566064e+00,5.0933565157e-04,2.201772,0.02334410
86.851137,5.2756566064e+00,1.1608114850e-03,4.693092,0.11565810
86.851137,5.2756566064e+00,1.2598348534e-03,4.999682,0.13469302
86.851137,5.8900303675e+00,5.6865006175e-04,1.778636,0.02330488
86.851137,5.8900303675e+00,1.2959931640e-03,3.802931,0.11382013
86.851137,5.8900303675e+00,1.8667834717e-03,4.999478,0.21742151
86.851137,6.5759506955e+00,6.3487189976e-04,1.420687,0.02326815
86.851137,6.5759506955e+00,1.4469173530e-03,3.037654,0.11151673
86.851137,6.5759506955e+00,2.5591735494e-03,4.636943,0.28980771
86.851137,7.3417495075e+00,7.0880556641e-04,1.123964,0.02315985
86.851137,7.3417495075e+00,1.6154173374e-03,2.392017,0.10863134
86.851137,7.3417495075e+00,2.8572007328e-03,3.690660,0.27344397
86.851137,8.1967290095e+00,7.9134913856e-04,0.883180,0.02300677
86.851137,8.1967290095e+00,1.8035398972e-03,1.858729,0.10530746
86.851137,8.1967290095e+00,3.1899345120e-03,2.890881,0.25609573
86.851137,9.1512746909e+00,8.8350527814e-04,0.691875,0.02279223
86.851137,9.1512746909e+00,2.0135701688e-03,1.428275,0.10146618
86.851137,9.1512746909e+00,3.5614166251e-03,2.230382,0.23802795
86.851137,1.0216981478e+01,9.8639341154e-04,0.542762,0.02251902
86.851137,1.0216981478e+01,2.2480594030e-03,1.089269,0.09714868
86.851137,1.0216981478e+01,3.9761594884e-03,1.697714,0.21960997
86.851137,1.1406794577e+01,2.5098559553e-03,0.829000,0.09235040
86.851137,1.1406794577e+01,4.4392010094e-03,1.278830,0.20117597
86.851137,1.2735166723e+01,2.8021398847e-03,0.633993,0.08716092
86.851137,1.2735166723e+01,4.9561657825e-03,0.958493,0.18306384
86.851137,1.4218233734e+01,5.5333334110e-03,0.720807,0.16554364
86.851137,1.5874010520e+01,6.1777147863e-03,0.549293,0.14883057
100.000000,1.0000000000e-01,2.1840000000e-06,1.118347,0.00038207
100.000000,1.0000000000e-01,4.6000615582e-06,4.987530,0.00169500
100.000000,1.1164544638e-01,2.4383365489e-06,1.122517,0.00043578
100.000000,1.1164544638e-01,5.1357592602e-06,5.005807,0.00193325
100.000000,1.2464705697e-01,2.7222917241e-06,1.131863,0.00048088
100.000000,1.2464705697e-01,5.7160325189e-06,5.013142,0.00212010
100.000000,1.3916276314e-01,3.0393147471e-06,1.137468,0.00052243
100.000000,1.3916276314e-01,6.3618690249e-06,5.004356,0.00228898
100.000000,1.5536888810e-01,3.3932565162e-06,1.144697,0.00057082
100.000000,1.5536888810e-01,7.0806765630e-06,5.000739,0.00248550
100.000000,1.7346228865e-01,3.7884163842e-06,1.148471,0.00062664
100.000000,1.7346228865e-01,7.9052529552e-06,5.013471,0.00272853
100.000000,1.9366274646e-01,4.2295943827e-06,1.155355,0.00067932
100.000000,1.9366274646e-01,8.7984425812e-06,5.005336,0.00293959
100.000000,2.1621563775e-01,4.7221495285e-06,1.161607,0.00073192
100.000000,2.1621563775e-01,9.7925508890e-06,4.992739,0.00314750
100.000000,2.4139491390e-01,5.2720649196e-06,1.162276,0.00077967
100.000000,2.4139491390e-01,1.0932937152e-05,4.988659,0.00335288
100.000000,2.6950642916e-01,5.8860204128e-06,1.165125,0.00083090
100.000000,2.6950642916e-01,1.2206126485e-05,4.989922,0.00357320
100.000000,3.0089165584e-01,6.5714737636e-06,1.166244,0.00087781
100.000000,3.0089165584e-01,1.3670042409e-05,5.012855,0.00379849
100.000000,3.3593183228e-01,7.3367512169e-06,1.165777,0.00092185
100.000000,3.3593183228e-01,1.5261979867e-05,4.996050,0.00398908
100.000000,3.7505259366e-01,8.1911486456e-06,1.165565,0.00093604
100.000000,3.7505259366e-01,1.7092393093e-05,5.006334,0.00408263
100.000000,4.1872914234e-01,9.1450444688e-06,1.161869,0.00093703
100.000000,4.1872914234e-01,1.9142333051e-05,5.000026,0.00411328
100.000000,4.6749202008e-01,1.0210025718e-05,1.157092,0.00093696
100.000000,4.6749202008e-01,2.1504920703e-05,5.014269,0.00416534
100.000000,5.2193355259e-01,1.1399028789e-05,1.151093,0.00093900
100.000000,5.2193355259e-01,2.4084067814e-05,4.986750,0.00420129
100.000000,5.8271504458e-01,1.2726496574e-05,1.142788,0.00094036
100.000000,5.8271504458e-01,2.7140872210e-05,5.002618,0.00428757
100.000000,6.5057481262e-01,1.4208553908e-05,1.132751,0.00094195
100.000000,6.5057481262e-01,3.0585653140e-05,5.001369,0.00437679
100.000000,7.2633715356e-01,1.5863203434e-05,1.120332,0.00094433
100.000000,7.2633715356e-01,3.4575040648e-05,5.007975,0.00449946
100.000000,8.1092235729e-01,1.7710544283e-05,1.105547,0.00094661
100.000000,8.1092235729e-01,3.9084777112e-05,4.990252,0.00462516
100.000000,9.0535788556e-01,1.9773016221e-05,1.087862,0.00094919
100.000000,9.0535788556e-01,4.4458473087e-05,4.999919,0.00481541
100.000000,1.0107908526e+00,2.2075672222e-05,1.066952,0.00095347
100.000000,1.0107908526e+00,5.0728547522e-05,5.002367,0.00505823
100.000000,1.1285019594e+00,2.4646482792e-05,1.042457,0.00095534
100.000000,1.1285019594e+00,5.8063243671e-05,4.991437,0.00532885
100.000000,1.2599210499e+00,2.7516675730e-05,1.013969,0.00095883
100.000000,1.2599210499e+00,6.7081552384e-05,5.012059,0.00574110
100.000000,1.4066444801e+00,3.0721115446e-05,0.981168,0.00096240
100.000000,1.4066444801e+00,7.7742033526e-05,5.003197,0.00621205
100.000000,1.5704545088e+00,3.4298726472e-05,0.943811,0.00096763
100.000000,1.5704545088e+00,9.0941399418e-05,5.006302,0.00685911
100.000000,1.7533409465e+00,3.8292966271e-05,0.901785,0.00097387
100.000000,1.7533409465e+00,1.0737923702e-04,5.010050,0.00773223
100.000000,1.7533409465e+00,1.8041878339e-04,9.790057,0.02200607
100.000000,1.9575253262e+00,4.2752353124e-05,0.855147,0.00097885
100.000000,1.9575253262e+00,1.2797700404e-04,5.003997,0.00885867
100.000000,1.9575253262e+00,2.0142935606e-04,8.750474,0.02212707
100.000000,2.1854878884e+00,4.7731055482e-05,0.804161,0.00098261
100.000000,2.1854878884e+00,1.5443562506e-04,4.999086,0.01043139
100.000000,2.1854878884e+00,2.2488670371e-04,7.774297,0.02222216
100.000000,2.4399977085e+00,5.3289549953e-05,0.749306,0.00098820
100.000000,2.4399977085e+00,1.8928576242e-04,5.003009,0.01264140
100.000000,2.4399977085e+00,2.5107576420e-04,6.864425,0.02234601
100.000000,2.7241463332e+00,5.9495355917e-05,0.691293,0.00099608
100.000000,2.7241463332e+00,2.2841967004e-04,4.831258,0.01489205
100.000000,2.7241463332e+00,2.8031465768e-04,6.021518,0.02250263
100.000000,2.7241463332e+00,4.9579463264e-04,9.872978,0.07087094
100.000000,3.0413853336e+00,6.6423855686e-05,0.631031,0.00099874
100.000000,3.0413853336e+00,2.5502016022e-04,4.222894,0.01493396
100.000000,3.0413853336e+00,3.1295855083e-04,5.244791,0.02256100
100.000000,3.0413853336e+00,5.5353213072e-04,8.563963,0.07090312
100.000000,3.3955682317e+00,7.4159210181e-05,0.569603,0.00100889
100.000000,3.3955682317e+00,2.8471839623e-04,3.659105,0.01505969
100.000000,3.3955682317e+00,3.8597506012e-04,4.993147,0.02772879
100.000000,3.3955682317e+00,6.1799341818e-04,7.393089,0.07113753
100.000000,3.7909973093e+00,8.2795381236e-05,0.508198,0.00101237
100.000000,3.7909973093e+00,3.1787512439e-04,3.140790,0.01510116
100.000000,3.7909973093e+00,5.1292659806e-04,5.006243,0.03934550
100.000000,3.7909973093e+00,6.8996151030e-04,6.342955,0.07101488
100.000000,4.2324758681e+00,3.5489310154e-04,2.668443,0.01518673
100.000000,4.2324758681e+00,6.9663945431e-04,4.999378,0.05819170
100.000000,4.2324758681e+00,7.7031060800e-04,5.399927,0.07092183
100.000000,4.7253665758e+00,3.9622198738e-04,2.242274,0.01524233
100.000000,4.7253665758e+00,9.0301755263e-04,4.724448,0.07757380
100.000000,4.7253665758e+00,9.7700578051e-04,5.003207,0.09026825
100.000000,5.2756566064e+00,4.4236380645e-04,1.862226,0.01526924
100.000000,5.2756566064e+00,1.0081779775e-03,3.944472,0.07691921
100.000000,5.2756566064e+00,1.4121135151e-03,4.997437,0.14429398
100.000000,5.8900303675e+00,4.9387904632e-04,1.527896,0.01528231
100.000000,5.8900303675e+00,1.1255848032e-03,3.252732,0.07610394
100.000000,5.8900303675e+00,1.9908302642e-03,4.815365,0.21078523
100.000000,6.5759506955e+00,5.5139346582e-04,1.238391,0.01529036
100.000000,6.5759506955e+00,1.2566641779e-03,2.646186,0.07492524
100.000000,6.5759506955e+00,2.2226713351e-03,3.973502,0.20222436
100.000000,7.3417495075e+00,6.1560569620e-04,0.992166,0.01524245
100.000000,7.3417495075e+00,1.4030083309e-03,2.122242,0.07349161
100.000000,7.3417495075e+00,2.4815113335e-03,3.228688,0.19268025
100.000000,8.1967290095e+00,6.8729572745e-04,0.786865,0.01519265
100.000000,8.1967290095e+00,1.5663949137e-03,1.677758,0.07174409
100.000000,8.1967290095e+00,2.7704944052e-03,2.581490,0.18222799
100.000000,9.1512746909e+00,7.6733438283e-04,0.619265,0.01510363
100.000000,9.1512746909e+00,1.7488085934e-03,1.308362,0.06965393
100.000000,9.1512746909e+00,3.0931308455e-03,2.031021,0.17102624
100.000000,1.0216981478e+01,1.9524651604e-03,1.008218,0.06722465
100.000000,1.0216981478e+01,3.4533397395e-03,1.573437,0.15929185
100.000000,1.1406794577e+01,2.1798384437e-03,0.770175,0.06446773
100.000000,1.1406794577e+01,3.8554965671e-03,1.201918,0.14725857
100.000000,1.2735166723e+01,2.4336903607e-03,0.586109,0.06140831
100.000000,1.2735166723e+01,4.3044863523e-03,0.907626,0.13516178
100.000000,1.4218233734e+01,4.8057630022e-03,0.680735,0.12321727
100.000000,1.5874010520e+01,5.3654155557e-03,0.510945,0.11161559
